Restaurant ID,Restaurant Name,Country,City,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Aggregate rating,Votes
302655,Arabian Delites,India,New Delhi,"Lebanese, Arabian",600,No,Yes,3.6,146
705,Baskin Robbins,India,New Delhi,Ice Cream,300,No,No,3.7,55
1395,Cafe Brown Sugar,India,New Delhi,"Cafe, Italian, Chinese",1000,No,Yes,3.7,390
18418273,Chakhnaa Wala,India,New Delhi,"Mughlai, Fast Food",400,No,Yes,3.5,15
2067,Cocoberry,India,New Delhi,Desserts,300,No,Yes,3.6,130
3492,Concept,India,New Delhi,"North Indian, Mughlai, Chinese",600,No,No,3.9,301
576,Deez Biryani & Kebabs,India,New Delhi,"Biryani, North Indian, Mughlai",800,Yes,Yes,3.7,338
311211,Def Col Social,India,New Delhi,"Continental, American, Asian, North Indian",1600,Yes,Yes,3.9,798
311661,Dí_ner Grill,India,New Delhi,"Fast Food, Turkish",900,No,Yes,3.8,192
566,Hong Kong Express,India,New Delhi,"Chinese, Thai",700,No,Yes,3.8,196
556,Kent's Fast Food,India,New Delhi,"Burger, Fast Food",500,No,Yes,3.7,766
18322644,Koyla Kebab,India,New Delhi,"North Indian, Mughlai",700,No,Yes,3.6,42
17953931,Meraki Cafe & Bar,India,New Delhi,"North Indian, Continental, Chinese, Italian",1400,Yes,Yes,3.6,139
18396187,Milk Patisserie,India,New Delhi,"Bakery, Desserts",300,No,Yes,3.8,24
730,Moets Curry Leaf,India,New Delhi,"North Indian, Mughlai, Kashmiri",1500,Yes,Yes,3.5,208
18247032,Moets Oh! Bao,India,New Delhi,"Chinese, Japanese, Thai",1200,Yes,Yes,3.6,99
570,Moets Shack,India,New Delhi,"Seafood, Continental, European",1800,Yes,Yes,3.7,601
760,Moets Stone,India,New Delhi,Italian,2000,Yes,Yes,3.8,354
134,Moti Mahal Delux,India,New Delhi,"North Indian, Mughlai, Chinese",1000,Yes,Yes,3.8,130
3039,Nizam's Kathi Kabab,India,New Delhi,"North Indian, Fast Food",900,No,Yes,3.8,303
310816,NYC.PIE,India,New Delhi,"Italian, Pizza",900,Yes,Yes,3.8,306
304735,Raro,India,New Delhi,"Cafe, Bakery",800,No,No,3.7,304
306,Sagar Ratna,India,New Delhi,"North Indian, Chinese",600,No,Yes,3.7,308
312586,Subway,India,New Delhi,"American, Fast Food, Salad, Healthy Food",500,No,Yes,3.6,84
451,Swagath,India,New Delhi,"North Indian, Chinese, South Indian, Seafood, Chettinad",1500,Yes,No,3.9,749
18254518,The Jugaad Cafe Bar,India,New Delhi,"North Indian, Chinese, Continental",1800,Yes,No,3.8,238
18419886,Chicken Biryani Centre,India,New Delhi,Biryani,200,No,No,0.0,2
8987,Ekta Restaurant,India,New Delhi,North Indian,200,No,No,0.0,2
18472678,Garam Masala,India,New Delhi,North Indian,300,No,No,0.0,0
9879,Gulati Food Corner,India,New Delhi,Chinese,150,No,No,0.0,2
18472675,Kolkatta Kathi Roll,India,New Delhi,"North Indian, Fast Food",150,No,No,0.0,0
18355127,Muradabadi Shahi Biryani & Chicken Corner,India,New Delhi,Mughlai,400,No,No,0.0,0
18357956,Rara Dragon,India,New Delhi,Chinese,500,No,No,0.0,0
9569,Mehfil,India,New Delhi,"North Indian, Mughlai",600,No,No,2.4,35
305269,Bonne Bouche,India,New Delhi,"Italian, French",1750,Yes,Yes,4.1,711
18415346,Cafe Yell,India,New Delhi,"Cafe, Continental, Italian",1000,Yes,No,4.4,50
4268,Defence Bakery,India,New Delhi,"Bakery, Fast Food",400,No,Yes,4.1,561
18350143,Desi Vibes,India,New Delhi,"North Indian, Mughlai",1500,Yes,Yes,4.0,183
18161723,Ek Bar,India,New Delhi,Modern Indian,1700,Yes,Yes,4.1,242
18232097,Hwealthcafe,India,New Delhi,"Cafe, Healthy Food, Continental",800,Yes,Yes,4.1,223
309882,Kathputli,India,New Delhi,Rajasthani,900,Yes,Yes,4.1,769
303215,Kulfiano,India,New Delhi,Ice Cream,200,No,Yes,4.0,169
18400744,Number 31,India,New Delhi,"Continental, Asian, Sushi",1600,Yes,Yes,4.2,63
312567,RoadRomeo,India,New Delhi,"North Indian, Hyderabadi, Kashmiri, Chinese",1650,Yes,Yes,4.0,460
305,Sagar Ratna,India,New Delhi,"South Indian, North Indian, Chinese",600,No,Yes,4.0,782
18363787,The Culinary Pitaara,India,New Delhi,"North Indian, Chinese",900,No,Yes,4.2,95
305646,Whipped,India,New Delhi,"Bakery, Desserts",550,No,Yes,4.2,372
18419649,Milko's,India,New Delhi,"Street Food, Mithai",200,No,No,0.0,2
18313109,Mom's Bake,India,New Delhi,"Bakery, Fast Food",200,No,No,0.0,0
18478723,RV Restaurant,India,New Delhi,"North Indian, Chinese, South Indian",300,No,No,0.0,0
18348614,Turning Point Fast Food,India,New Delhi,"South Indian, Chinese, Continental",600,No,No,0.0,1
6953,A Vaishno Bhojnalaya,India,New Delhi,North Indian,100,No,No,3.1,29
7691,Aim Delhi Cafe,India,New Delhi,Cafe,400,No,No,3.4,69
3252,Apni Rasoi,India,New Delhi,"North Indian, Chinese",400,No,Yes,2.8,109
18400732,Blue Bull Cafe,India,New Delhi,"Cafe, North Indian, Chinese",800,No,No,2.8,15
18337757,Cafe Bethak,India,New Delhi,"Cafe, Continental, Chinese",600,No,No,3.4,76
9014,Cafe Coffee Day,India,New Delhi,Cafe,450,No,No,3.4,46
9453,Cafe Coffee Day,India,New Delhi,Cafe,450,No,No,3.2,87
18273614,Chakhlo Food Court,India,New Delhi,"North Indian, South Indian, Chinese, Street Food, Fast Food",300,No,No,2.6,45
6625,Domino's Pizza,India,New Delhi,"Pizza, Fast Food",700,No,No,2.5,109
300869,Frontier,India,New Delhi,"Bakery, Desserts",200,No,No,3.0,8
18256980,Good Foods,India,New Delhi,"North Indian, Fast Food, Chinese",300,No,No,3.3,35
2279,Grain Bell Restaurant,India,New Delhi,"North Indian, Chinese",450,No,Yes,2.8,81
307894,Green Chick Chop,India,New Delhi,"Raw Meats, North Indian, Fast Food",350,No,Yes,3.1,72
6949,Grover's - The Baker Shop,India,New Delhi,"Bakery, Fast Food",100,No,No,3.0,18
311962,Hookups Cafe & Lounge,India,New Delhi,"Chinese, Continental, North Indian",850,Yes,No,3.3,113
9433,Jai Hind Dairy,India,New Delhi,Mithai,100,No,No,2.8,5
4065,Kaveri,India,New Delhi,North Indian,300,No,No,3.3,51
5767,Khushboo Vaishno Dhaba,India,New Delhi,North Indian,150,No,No,2.9,5
7681,Korea Restaurant,India,New Delhi,Korean,900,Yes,No,3.0,82
18395106,Kukkad Nukkad,India,New Delhi,North Indian,600,No,Yes,3.0,12
5436,Metro Fast Food,India,New Delhi,"Chinese, Fast Food",350,No,Yes,2.6,26
18370586,Mughlai Flavours,India,New Delhi,Mughlai,300,No,Yes,3.2,17
306847,Pitstop,India,New Delhi,"North Indian, Mughlai, Chinese",600,No,Yes,3.3,85
4857,Pizza Hut,India,New Delhi,"Italian, Pizza, Fast Food",1000,No,Yes,3.4,143
4088,Prince Snacks & Momo's Point,India,New Delhi,Chinese,300,No,No,3.4,39
9969,Qash Retro Bar,India,New Delhi,"Finger Food, North Indian, Italian",2000,Yes,No,2.7,81
307106,Red Chillies,India,New Delhi,Fast Food,250,No,No,3.3,69
5909,Samrat Bakers,India,New Delhi,"Bakery, Fast Food",200,No,No,2.6,16
2287,Samrat Restaurant,India,New Delhi,"North Indian, Chinese, South Indian, Fast Food",700,No,No,3.4,173
2288,Shammi Bhai Lassi Wala,India,New Delhi,"Chinese, Beverages",400,No,No,3.2,45
312391,Shooters Lounge and Bar,India,New Delhi,"North Indian, Chinese",1100,No,No,2.7,50
302370,Singh Ching,India,New Delhi,"North Indian, Chinese, Mughlai",600,No,Yes,3.4,427
9779,Southy,India,New Delhi,South Indian,450,No,Yes,2.6,138
307387,Take n Taste Shawarma Zone,India,New Delhi,Fast Food,100,No,No,3.0,14
18350499,The Night Owl,India,New Delhi,Chinese,450,No,Yes,2.8,51
2290,Tilak's The Diners,India,New Delhi,"North Indian, Chinese, Fast Food",700,No,Yes,3.1,130
18161577,Spezia Bistro,India,New Delhi,"Cafe, Continental, Chinese, Italian",900,Yes,Yes,4.6,1071
6647,Cent Percent The Pastry Shop,India,New Delhi,"Bakery, Fast Food",250,No,Yes,3.6,258
313267,For God's Cake,India,New Delhi,Bakery,250,No,Yes,3.9,533
5455,Laxmi Ice Cream,India,New Delhi,"Ice Cream, Desserts",150,No,No,3.7,93
3401,Mirch Masala MM Cafe,India,New Delhi,"North Indian, Chinese, Cafe",550,No,Yes,3.7,484
18456762,Moh Maya Cafe,India,New Delhi,"North Indian, Continental, Chinese, Italian, Lebanese",1000,Yes,No,3.7,49
4825,QD's Restaurant,India,New Delhi,"Chinese, North Indian, Fast Food, Italian",800,No,Yes,3.9,2724
311674,SuperHero Cafe,India,New Delhi,"Cafe, Chinese, Italian",550,No,Yes,3.8,541
6646,Suresh Fast Food,India,New Delhi,"North Indian, Chinese",250,No,No,3.7,91
304307,Wood Box Cafe,India,New Delhi,"Cafe, Fast Food, Italian, Chinese",650,Yes,Yes,3.8,1970
18421487,Best Biryani,India,New Delhi,Mughlai,400,No,No,0.0,0
18277324,Derawal Soda Fountain,India,New Delhi,Beverages,100,No,No,0.0,1
18455950,Eat & Gulp,India,New Delhi,"Fast Food, Italian",300,No,No,0.0,1
18463988,L.N Live Kitchen,India,New Delhi,"Chinese, Fast Food",300,No,No,0.0,0
18463995,Papa Buns,India,New Delhi,Cafe,250,No,No,0.0,1
18426904,Preet Fast Foods,India,New Delhi,Street Food,50,No,No,0.0,0
18124356,Sikkim Chinese Food,India,New Delhi,Chinese,350,No,No,0.0,2
18420653,Tawa King,India,New Delhi,North Indian,350,No,No,0.0,0
18432553,The Pork Shop,India,New Delhi,Chinese,400,No,Yes,0.0,3
18388132,TiffinToons,India,New Delhi,"North Indian, South Indian",200,No,No,0.0,0
6608,Vaishno Rasoi,India,New Delhi,North Indian,350,No,No,0.0,3
300883,Sagar Ratna,India,New Delhi,"South Indian, North Indian, Chinese",600,No,Yes,2.4,147
3036,Slice of Italy,India,New Delhi,"Italian, Pizza, Bakery",700,No,Yes,2.4,148
18342940,Bakar The Cafe,India,New Delhi,Cafe,400,No,No,4.1,111
6144,Indus Flavour,India,New Delhi,"North Indian, Chinese, Cafe",700,Yes,Yes,4.1,1384
18365861,Raw Creams,India,New Delhi,"Ice Cream, Desserts, Beverages",250,No,Yes,4.3,156
304262,Ricos,India,New Delhi,"Cafe, Mexican, American, Italian, Lebanese, Continental",900,No,No,4.3,4085
312345,The Hudson Cafe,India,New Delhi,"Cafe, Italian, Continental, Chinese",850,No,Yes,4.4,1537
306407,YOLO 21,India,New Delhi,"Cafe, Italian, Continental",700,Yes,No,4.2,1526
7777,Assam Food Stall,India,New Delhi,"Assamese, Chinese",400,No,No,2.8,45
3167,Darbar E Awadh,India,New Delhi,"North Indian, Mughlai",750,No,No,3.2,26
302555,Hotel Tamil Nadu,India,New Delhi,South Indian,350,No,No,3.1,13
309841,Incrivel Goa,India,New Delhi,Goan,700,No,Yes,2.5,29
3158,Lakshadweep,India,New Delhi,"North Indian, Chinese, South Indian",200,No,No,2.8,11
7814,Odisha,India,New Delhi,Oriya,450,No,No,3.1,52
7770,Rajasthan Food Stall No. 1,India,New Delhi,"Rajasthani, North Indian",400,No,No,3.4,69
7789,Shillong View,India,New Delhi,Chinese,350,No,No,3.0,36
302537,Wazwan,India,New Delhi,Kashmiri,700,No,No,3.1,44
7790,Zayaka,India,New Delhi,"Chinese, North Indian, Fast Food",450,No,No,2.8,8
18025092,Bihar ki Rasoi,India,New Delhi,Bihari,500,No,No,3.5,28
7768,Bijoli Grill,India,New Delhi,"Bengali, North Indian, Chinese",800,No,No,3.7,182
302264,Maharashtra Food Stall,India,New Delhi,Maharashtrian,350,No,No,3.6,93
300975,Manipur Food Stall,India,New Delhi,"Chinese, Fast Food",450,No,No,3.6,72
7772,Momo Mia,India,New Delhi,Chinese,400,No,No,3.8,152
7834,Mother Dairy Ice Cream,India,New Delhi,"Desserts, Ice Cream, North Indian",250,No,No,3.5,19
302542,Nagaland,India,New Delhi,"Chinese, Naga",800,Yes,No,3.7,143
7774,Navdanya Organic Food Cafe,India,New Delhi,North Indian,450,No,No,3.5,24
7769,Tashi Delek Food Stall,India,New Delhi,"Chinese, Tibetan",400,No,No,3.5,30
7788,Punjabi Rasoi,India,New Delhi,North Indian,700,No,No,2.3,30
309037,Aggarwal Bikaner Sweets,India,New Delhi,"Mithai, Street Food",350,No,No,3.0,9
18454058,Angels Kitchen,India,New Delhi,"North Indian, Mughlai, Chinese",500,No,No,3.2,10
312579,Bedi's Kabab Corner,India,New Delhi,"Mughlai, North Indian",500,No,No,3.2,15
18398753,Bravo Diet Food and Nutrition,India,New Delhi,Healthy Food,300,No,No,3.0,7
301313,Chacha Chicken,India,New Delhi,North Indian,600,No,No,2.8,9
301305,Chao Cart,India,New Delhi,"Chinese, Fast Food",350,No,No,3.3,32
18124346,Chimney,India,New Delhi,North Indian,400,No,No,2.9,4
310664,Chutneez Ishtyle Bar and Dining,India,New Delhi,"North Indian, Chinese, Mughlai",1200,Yes,Yes,3.3,56
6266,Deep Chicken Point,India,New Delhi,North Indian,600,No,No,3.0,16
5060,Domino's Pizza,India,New Delhi,"Pizza, Fast Food",700,No,No,3.3,87
312566,Govind Dhaba,India,New Delhi,North Indian,200,No,No,3.4,39
18368621,Huddle Cafe,India,New Delhi,"Fast Food, Beverages",250,No,No,3.4,23
310319,Kovilakam,India,New Delhi,"South Indian, North Indian",400,No,No,3.2,11
302497,Mathur's Kitchen,India,New Delhi,North Indian,450,No,Yes,2.6,15
302528,McDonald's,India,New Delhi,"Fast Food, Burger",500,No,Yes,3.3,65
305209,New South Indian Hut,India,New Delhi,South Indian,300,No,No,3.1,7
313046,Night Bite,India,New Delhi,"North Indian, Chinese, Continental",500,No,No,2.6,14
313473,Pizza Station,India,New Delhi,"Pizza, Fast Food",300,No,No,3.0,7
9817,Pummy Restaurant,India,New Delhi,"North Indian, South Indian",500,No,No,2.7,14
18255138,Republic of Chicken,India,New Delhi,"Raw Meats, Fast Food",400,No,No,3.0,4
309727,Salt N' Pepper,India,New Delhi,"North Indian, Chinese",500,No,Yes,2.7,177
18204499,Shahi Zaikaa,India,New Delhi,"North Indian, Mughlai",800,No,No,3.0,6
311187,Shubham,India,New Delhi,"Fast Food, North Indian, South Indian, Chinese",350,No,No,2.7,39
301498,South Indian Corner,India,New Delhi,South Indian,200,No,No,3.3,27
18378033,Sultan Food,India,New Delhi,Mughlai,300,No,Yes,3.1,14
309043,Uncle Bakery,India,New Delhi,"Bakery, Fast Food",100,No,No,3.1,15
308509,Urban Chopstick,India,New Delhi,Chinese,400,No,Yes,2.6,50
6242,Urban Kabab,India,New Delhi,"North Indian, Chinese",600,No,Yes,3.1,97
303994,Urban Punjab,India,New Delhi,"North Indian, Chinese",600,No,No,3.2,103
9002,Haldiram's,India,New Delhi,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,No,No,3.5,88
307364,Pizza Hut Delivery,India,New Delhi,"Italian, Pizza, Fast Food",800,No,Yes,3.6,107
18265385,Aggarwal Sweet Corner,India,New Delhi,"Mithai, Street Food",150,No,No,0.0,0
18424632,Amritsari Naan Hut,India,New Delhi,North Indian,200,No,No,0.0,1
301316,Annapurna Bhojnalaya,India,New Delhi,North Indian,200,No,No,0.0,2
18378032,Asia,India,New Delhi,North Indian,500,No,No,0.0,0
18128881,Bablu Chinese Food,India,New Delhi,Fast Food,200,No,No,0.0,0
18378035,Bikaner Rasoi,India,New Delhi,North Indian,400,No,No,0.0,1
18435806,Crazzy Bite,India,New Delhi,Chinese,400,No,No,0.0,0
18471239,Da Pizza Farm,India,New Delhi,Italian,400,No,No,0.0,1
18435819,Dada Ka,India,New Delhi,"Mughlai, Chinese",250,No,No,0.0,0
18376475,Friends N Foods,India,New Delhi,Chinese,300,No,No,0.0,0
18378043,Hot N Fresh Pizza,India,New Delhi,Pizza,400,No,No,0.0,0
18424636,Kake Di Chap,India,New Delhi,Fast Food,400,No,No,0.0,2
18424625,Kathi Junction,India,New Delhi,Fast Food,250,No,No,0.0,0
18377889,KSG,India,New Delhi,Mughlai,300,No,No,0.0,1
18435822,Mahavrer Chap Express,India,New Delhi,North Indian,300,No,No,0.0,0
18429577,Mamma Drools,India,New Delhi,North Indian,200,No,No,0.0,0
18424642,Pawan Foods,India,New Delhi,"Chinese, North Indian",500,No,No,0.0,0
18378039,Pizza Hub,India,New Delhi,Pizza,350,No,No,0.0,2
18378037,Prem Rasoi,India,New Delhi,North Indian,400,No,No,0.0,0
311037,Sanjha Chulah Babe Da,India,New Delhi,North Indian,350,No,No,0.0,2
18435816,Shakun Cook-Du-Ku,India,New Delhi,"Chinese, North Indian",300,No,No,0.0,0
18128868,The Taste of Punjab,India,New Delhi,"Chinese, North Indian",350,No,No,0.0,1
18350160,Vaishno Bhojanalaya,India,New Delhi,"North Indian, Chinese",250,No,No,0.0,2
18378030,Wrap N Roll,India,New Delhi,Chinese,300,No,No,0.0,1
18209806,Zaika-E-Chaap Express,India,New Delhi,North Indian,250,No,No,0.0,0
18153563,Slice of Italy,India,New Delhi,"Italian, Pizza, Bakery",700,No,Yes,2.3,57
357,Bemisaal,India,New Delhi,"North Indian, Chinese",800,Yes,Yes,3.4,122
8453,Grillz,India,New Delhi,Fast Food,500,No,Yes,2.5,85
306856,Tandoor Ka Zaika,India,New Delhi,"North Indian, Chinese, Fast Food",400,No,No,2.6,55
18332009,The Barley House,India,New Delhi,"Mexican, North Indian, European, Chinese, Italian",1200,Yes,Yes,3.4,35
6875,Muffins,India,New Delhi,"Bakery, Fast Food",300,No,No,3.5,56
2530,Dilli Darbar,India,New Delhi,"North Indian, Chinese",1200,Yes,No,2.3,118
5260,Cafe Coffee Day,India,New Delhi,Cafe,450,No,No,3.0,29
3224,Domino's Pizza,India,New Delhi,"Pizza, Fast Food",700,No,No,3.0,63
5293,Kings Kulfi,India,New Delhi,Ice Cream,150,No,No,3.3,14
307578,McDonald's,India,New Delhi,"Fast Food, Burger",500,No,No,3.6,62
18445798,Tibb's Frankie,India,New Delhi,Fast Food,350,No,No,0.0,2
4919,Cafe E,India,New Delhi,"Cafe, Continental",1600,No,No,3.5,83
4921,Cha-Shi,India,New Delhi,"Thai, Chinese, Asian, Malaysian",1500,Yes,No,3.8,118
307321,Habibi,India,New Delhi,"Middle Eastern, Mediterranean, North Indian",1800,Yes,Yes,3.1,134
2616,Tikka Town,India,New Delhi,North Indian,550,No,No,2.8,138
302212,4700BC Popcorn,India,New Delhi,Fast Food,400,No,Yes,3.8,152
3814,Al Zaitoon,India,New Delhi,"Lebanese, Mediterranean, Arabian",850,No,Yes,3.5,246
8201,Dunkin' Donuts,India,New Delhi,"Burger, Desserts, Fast Food",600,No,No,3.8,426
306571,Foodhall,India,New Delhi,"Bakery, Italian, Chinese, Mexican",700,No,No,3.9,71
2300,Haldiram's,India,New Delhi,"Street Food, North Indian, South Indian, Chinese, Mithai",350,No,No,3.7,229
3719,TGI Friday's,India,New Delhi,"American, Tex-Mex",2500,Yes,Yes,3.7,984
9720,The Beer Cafe,India,New Delhi,"Finger Food, North Indian, Italian",1200,No,No,3.5,295
3192,Big Chill,India,New Delhi,"Italian, Continental, European, Cafe",1500,No,No,4.4,2777
305781,Cinnabon,India,New Delhi,"Desserts, Cafe",400,No,Yes,4.1,397
18337927,RollsKing,India,New Delhi,Fast Food,400,No,No,4.1,71
2615,Tikka Town,India,New Delhi,North Indian,550,No,No,3.2,118
2893,Cafe Brown Sugar,India,New Delhi,Fast Food,750,No,Yes,3.6,161
18237314,Chaayos,India,New Delhi,"Cafe, Tea",400,No,No,3.9,91
2436,Cinnabon,India,New Delhi,"Desserts, Cafe",400,No,Yes,3.9,360
306572,Foodhall,India,New Delhi,"Bakery, Italian, Chinese, Mexican",700,No,No,3.7,69
2301,Haldiram's,India,New Delhi,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,No,No,3.7,134
312542,Keventers,India,New Delhi,Beverages,400,No,No,3.8,154
310887,Krispy Kreme,India,New Delhi,"Desserts, Beverages",350,No,Yes,3.9,98
7256,L'Opera,India,New Delhi,"Bakery, Desserts, Fast Food",400,No,Yes,3.8,159
8593,Mad Over Donuts,India,New Delhi,Desserts,450,No,Yes,3.7,169
311353,Starbucks,India,New Delhi,Cafe,700,No,No,3.9,109
311423,The Beer Cafe,India,New Delhi,"Finger Food, North Indian, Italian",1250,No,No,3.8,170
7247,Ooh Lala !,India,New Delhi,"American, Fast Food, Desserts",500,No,No,4.0,154
8396,Domino's Pizza,India,New Delhi,"Pizza, Fast Food",700,No,No,2.7,59
308544,Flaming Wok,India,New Delhi,"Chinese, Seafood",1500,Yes,Yes,2.7,112
301237,Frontier,India,New Delhi,Bakery,200,No,No,3.0,11
300408,Haldiram's,India,New Delhi,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",300,No,No,3.6,195
9657,McDonald's,India,New Delhi,"Fast Food, Burger",500,No,Yes,3.5,100
18370535,Meatwale.com,India,New Delhi,"North Indian, Indian",300,No,No,0.0,0
307167,Subway,India,New Delhi,"American, Fast Food, Salad, Healthy Food",500,No,Yes,2.4,65
303264,Twenty Four Seven,India,New Delhi,"Fast Food, North Indian",300,No,No,2.9,7
311712,Wah Ji Wah,India,New Delhi,North Indian,350,No,No,2.9,8
9886,Aggarwal Sweets,India,New Delhi,Mithai,100,No,No,2.7,10
9891,Al-Malik,India,New Delhi,"North Indian, Mughlai, Chinese",600,No,No,3.2,21
9887,Bikaner Sweets,India,New Delhi,"Street Food, South Indian, Mithai",200,No,No,2.8,13
7893,Cafe Coffee Day,India,New Delhi,Cafe,450,No,No,2.7,24
18266888,Delhi Rasoi,India,New Delhi,"North Indian, Chinese, South Indian",500,No,No,3.3,19
7884,Food Land,India,New Delhi,"North Indian, Chinese",300,No,Yes,3.2,16
18377458,Froshier Fruits,India,New Delhi,Healthy Food,100,No,No,3.0,7
7897,Govinda's Confectionery,India,New Delhi,Bakery,150,No,No,3.1,12
18391937,Halka Fulka,India,New Delhi,Fast Food,400,No,Yes,3.1,11
7888,Hasty Tasty,India,New Delhi,Chinese,300,No,No,2.8,12
18037834,Ikreate,India,New Delhi,Bakery,400,No,No,3.1,9
312605,Khan's Dilli-6 Biryani,India,New Delhi,"Biryani, Mughlai",500,No,No,3.0,19
7876,Kolkata Hot Kathi Roll,India,New Delhi,North Indian,250,No,No,2.7,21
18358157,Kowloon Express,India,New Delhi,"North Indian, Italian, Chinese, Fast Food",400,No,Yes,3.4,17
18272344,LaDiDa,India,New Delhi,"Bakery, Desserts",500,No,No,3.2,14
18458308,Litti.In,India,New Delhi,Bihari,300,No,Yes,2.8,4
4302,Mughals Rasoi,India,New Delhi,"North Indian, Mughlai, Chinese",700,No,Yes,3.2,38
7886,Naagar Foods,India,New Delhi,North Indian,200,No,No,3.1,17
7873,Novelty Chicken Corner,India,New Delhi,"North Indian, Mughlai",650,No,Yes,3.3,61
303625,Raju Vaishnav Dhaba,India,New Delhi,"North Indian, South Indian",350,No,No,3.2,19
310794,Republic of Chicken,India,New Delhi,"Raw Meats, Fast Food",400,No,No,2.9,4
920,Shiv Shakti Vaishno Bhojnalaya,India,New Delhi,North Indian,500,No,No,3.1,22
18381237,Spice Tree,India,New Delhi,"North Indian, Mughlai, Chinese",400,No,Yes,2.7,12
18371426,Vadapav Junction,India,New Delhi,Maharashtrian,350,No,Yes,3.2,14
312173,Zaaika Junction,India,New Delhi,"Chinese, Mughlai, North Indian",500,No,Yes,3.1,25
18361752,17 Degree Food Service,India,New Delhi,North Indian,260,No,No,0.0,1
